RULE,USER_ID,HIT_DATE,USER_LEVEL,USER_LEVEL_BADRATE,USER_TARGET
授信通过,ID20261118007332,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261118002845,2026-10-01,1,20.00%,1
授信通过,ID20261117003254,2026-10-01,1,20.00%,1
授信通过,ID20261117003237,2026-10-01,1,20.00%,1
授信通过,ID20261115005582,2026-10-01,1,20.00%,1
授信通过,ID20261115003831,2026-10-01,1,20.00%,1
授信通过,ID20261117007838,2026-10-01,1,20.00%,1
授信通过,ID20261117004357,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115004329,2026-10-01,1,20.00%,1
授信通过,ID20261118002753,2026-10-01,1,20.00%,1
授信通过,ID20261118002707,2026-10-01,1,20.00%,1
授信通过,ID20261117006641,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261117003344,2026-10-01,1,20.00%,1
授信通过,ID20261118007113,2026-10-01,1,20.00%,1
授信通过,ID20261118005020,2026-10-01,1,20.00%,1
授信通过,ID20261118005704,2026-10-01,1,20.00%,1
授信通过,ID20261118007459,2026-10-01,1,20.00%,1
授信通过,ID20261118004611,2026-10-01,1,20.00%,1
授信通过,ID20261117004346,2026-10-01,1,20.00%,1
授信通过,ID20261115010793,2026-10-01,1,20.00%,1
授信通过,ID20261117004250,2026-10-01,1,20.00%,1
授信通过,ID20261117005824,2026-10-01,1,20.00%,1
授信通过,ID20261115004152,2026-10-01,1,20.00%,1
授信通过,ID20261115006000,2026-10-01,1,20.00%,1
授信通过,ID20261117006179,2026-10-01,1,20.00%,1
授信通过,ID20261123000155,2026-12-01,1,20.00%,1
授信通过,ID20261121010583,2026-10-01,1,20.00%,1
授信通过,ID20261122009850,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261124002333,2026-12-01,1,20.00%,1
授信通过,ID20261123008518,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261121011569,2026-10-01,1,20.00%,1
授信通过,ID20261123003492,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261123000227,2026-12-01,1,20.00%,1
授信通过,ID20261124011645,2026-12-01,1,20.00%,1
授信通过,ID20261124005820,2026-12-01,1,20.00%,1
授信通过,ID20261123002555,2026-12-01,1,20.00%,1
授信通过,ID20261124000480,2026-12-01,1,20.00%,1
授信通过,ID20261124010103,2026-12-01,1,20.00%,1
授信通过,ID20261123000554,2026-12-01,1,20.00%,1
授信通过,ID20261123000182,2026-12-01,1,20.00%,1
授信通过,ID20261123000228,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261123000183,2026-12-01,1,20.00%,0
授信通过,ID20261122008772,2026-12-01,1,20.00%,1
授信通过,ID20261122003013,2026-12-01,1,20.00%,1
授信通过,ID20261123000379,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261122009204,2026-12-01,1,20.00%,1
授信通过,ID20261123008638,2026-12-01,1,20.00%,1
授信通过,ID20261123003934,2026-12-01,1,20.00%,1
授信通过,ID20261124004200,2026-12-01,1,20.00%,1
授信通过,ID20261124003241,2026-12-01,1,20.00%,1
授信通过,ID20261124007378,2026-12-01,1,20.00%,1
授信通过,ID20261122006128,2026-12-01,1,20.00%,1
授信通过,ID20261124000293,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261124010894,2026-12-01,1,20.00%,0
授信通过,ID20261122005063,2026-12-01,1,20.00%,1
授信通过,ID20261123000252,2026-12-01,1,20.00%,1
授信通过,ID20261124005841,2026-12-01,1,20.00%,1
授信通过,ID20261124011313,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261122008376,2026-12-01,1,20.00%,1
授信通过,ID20261123003533,2026-12-01,1,20.00%,1
授信通过,ID20261124003954,2026-12-01,1,20.00%,1
授信通过,ID20261124008788,2026-12-01,1,20.00%,1
授信通过,ID20261123007409,2026-12-01,1,20.00%,1
授信通过,ID20261123003817,2026-12-01,1,20.00%,1
授信通过,ID20261123001467,2026-12-01,1,20.00%,1
授信通过,ID20261121001723,2026-10-01,1,20.00%,1
授信通过,ID20261124005708,2026-12-01,1,20.00%,1
授信通过,ID20261121006295,2026-10-01,1,20.00%,1
授信通过,ID20261124010790,2026-12-01,1,20.00%,1
授信通过,ID20261124010809,2026-12-01,1,20.00%,1
授信通过,ID20261123003603,2026-12-01,1,20.00%,1
授信通过,ID20261124002182,2026-12-01,1,20.00%,1
授信通过,ID20261121003558,2026-10-01,1,20.00%,1
授信通过,ID20261121012215,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261122006051,2026-12-01,1,20.00%,1
百度欺诈分>=90,ID20261124005947,2026-12-01,1,20.00%,1
授信通过,ID20261121010548,2026-10-01,1,20.00%,1
授信通过,ID20261125011521,2026-12-01,1,20.00%,1
授信通过,ID20261125000386,2026-12-01,1,20.00%,1
授信通过,ID20261125004570,2026-12-01,1,20.00%,1
授信通过,ID20261121011085,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261125011205,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261125008773,2026-12-01,1,20.00%,1
授信通过,ID20261125002048,2026-12-01,1,20.00%,1
百度欺诈分>=90,ID20261125001793,2026-12-01,1,20.00%,1
授信通过,ID20261125000730,2026-12-01,1,20.00%,1
授信通过,ID20261125001676,2026-12-01,1,20.00%,1
授信通过,ID20261125000851,2026-12-01,1,20.00%,1
授信通过,ID20261125007890,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261125004109,2026-12-01,1,20.00%,1
授信通过,ID20261125006568,2026-12-01,1,20.00%,1
授信通过,ID20261125000912,2026-12-01,1,20.00%,1
授信通过,ID20261125010576,2026-12-01,1,20.00%,1
授信通过,ID20261125000754,2026-12-01,1,20.00%,1
授信通过,ID20261125005290,2026-12-01,1,20.00%,1
授信通过,ID20261125005238,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261128002968,2026-12-01,1,20.00%,1
授信通过,ID20261128000334,2026-12-01,1,20.00%,1
授信通过,ID20261128000352,2026-12-01,1,20.00%,1
授信通过,ID20261125004195,2026-12-01,1,20.00%,1
授信通过,ID20261128002623,2026-12-01,1,20.00%,1
授信通过,ID20261128003670,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261128003641,2026-12-01,1,20.00%,1
授信通过,ID20261128003848,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261128001529,2026-12-01,1,20.00%,1
授信通过,ID20261128006906,2026-12-01,1,20.00%,1
授信通过,ID20261128003924,2026-12-01,1,20.00%,1
授信通过,ID20261128003368,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261128009327,2026-12-01,1,20.00%,1
授信通过,ID20261128003675,2026-12-01,1,20.00%,1
授信通过,ID20261128008601,2026-12-01,1,20.00%,1
授信通过,ID20261128009420,2026-12-01,1,20.00%,1
授信通过,ID20261128001039,2026-12-01,1,20.00%,1
授信通过,ID20261128002810,2026-12-01,1,20.00%,1
授信通过,ID20261128001846,2026-12-01,1,20.00%,1
授信通过,ID20261128007563,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261128001358,2026-12-01,1,20.00%,1
授信通过,ID20261128009501,2026-12-01,1,20.00%,1
授信通过,ID20261128005870,2026-12-01,1,20.00%,1
授信通过,ID20261127001627,2026-12-01,1,20.00%,1
授信通过,ID20261126007219,2026-12-01,1,20.00%,1
授信通过,ID20261127000483,2026-12-01,1,20.00%,1
授信通过,ID20261127008555,2026-12-01,1,20.00%,1
百度欺诈分>=90,ID20261128004557,2026-12-01,1,20.00%,1
授信通过,ID20261128000824,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261127006593,2026-12-01,1,20.00%,1
授信通过,ID20261128002510,2026-12-01,1,20.00%,1
授信通过,ID20261126011378,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261126004877,2026-12-01,1,20.00%,1
授信通过,ID20261126000364,2026-12-01,1,20.00%,1
授信通过,ID20261127012250,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261126005849,2026-12-01,1,20.00%,1
授信通过,ID20261126005042,2026-12-01,1,20.00%,1
授信通过,ID20261126009667,2026-12-01,1,20.00%,1
授信通过,ID20261126000881,2026-12-01,1,20.00%,1
授信通过,ID20261126011389,2026-12-01,1,20.00%,1
授信通过,ID20261127000372,2026-12-01,1,20.00%,1
授信通过,ID20261126006103,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261126005607,2026-12-01,1,20.00%,1
授信通过,ID20261126003777,2026-12-01,1,20.00%,1
授信通过,ID20261126003659,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261126005792,2026-12-01,1,20.00%,1
授信通过,ID20261127002977,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261127003025,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261126009537,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261127002411,2026-12-01,1,20.00%,1
授信通过,ID20261126003992,2026-12-01,1,20.00%,1
授信通过,ID20261126002080,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261127003076,2026-12-01,1,20.00%,1
授信通过,ID20261126001303,2026-12-01,1,20.00%,1
授信通过,ID20261127005192,2026-12-01,1,20.00%,1
授信通过,ID20261126004721,2026-12-01,1,20.00%,1
授信通过,ID20261127002870,2026-12-01,1,20.00%,1
授信通过,ID20261127003563,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261119006487,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261116008053,2026-10-01,1,20.00%,1
授信通过,ID20261116004626,2026-10-01,1,20.00%,1
授信通过,ID20261116004943,2026-10-01,1,20.00%,1
授信通过,ID20261119006874,2026-10-01,1,20.00%,1
百度欺诈分>=90,ID20261121001679,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261121001679,2026-10-01,1,20.00%,1
授信通过,ID20261116004020,2026-10-01,1,20.00%,1
授信通过,ID20261116005281,2026-10-01,1,20.00%,1
授信通过,ID20261120002133,2026-10-01,1,20.00%,1
授信通过,ID20261119006597,2026-10-01,1,20.00%,1
百度欺诈分>=90,ID20261116003827,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261119007218,2026-10-01,1,20.00%,1
授信通过,ID20261119002592,2026-10-01,1,20.00%,1
授信通过,ID20261120002963,2026-10-01,1,20.00%,1
授信通过,ID20261116004581,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261119005538,2026-10-01,1,20.00%,1
授信通过,ID20261116003317,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261116003315,2026-10-01,1,20.00%,1
授信通过,ID20261119006648,2026-10-01,1,20.00%,1
授信通过,ID20261120008485,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115005001,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115010507,2026-10-01,1,20.00%,1
授信通过,ID20261115004957,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115005440,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115010268,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115005120,2026-10-01,1,20.00%,1
授信通过,ID20261115005704,2026-10-01,1,20.00%,1
授信通过,ID20261115005413,2026-10-01,1,20.00%,1
百度欺诈分>=90,ID20261118006155,2026-10-01,1,20.00%,1
授信通过,ID20261120002151,2026-10-01,1,20.00%,1
授信通过,ID20261121001910,2026-10-01,1,20.00%,1
授信通过,ID20261120004133,2026-10-01,1,20.00%,1
授信通过,ID20261120004081,2026-10-01,1,20.00%,1
授信通过,ID20261115005174,2026-10-01,1,20.00%,1
授信通过,ID20261115005462,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115007349,2026-10-01,1,20.00%,1
授信通过,ID20261116002635,2026-10-01,1,20.00%,1
授信通过,ID20261118006461,2026-10-01,1,20.00%,1
授信通过,ID20261116006227,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261119006711,2026-10-01,1,20.00%,1
授信通过,ID20261120007522,2026-10-01,1,20.00%,1
授信通过,ID20261117006888,2026-10-01,1,20.00%,1
授信通过,ID20261118003176,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261118008265,2026-10-01,1,20.00%,1
授信通过,ID20261118008282,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261118003119,2026-10-01,1,20.00%,1
授信通过,ID20261118006619,2026-10-01,1,20.00%,1
授信通过,ID20261118005921,2026-10-01,1,20.00%,1
授信通过,ID20261117002125,2026-10-01,1,20.00%,1
授信通过,ID20261118004842,2026-10-01,1,20.00%,1
授信通过,ID20261118006799,2026-10-01,1,20.00%,1
授信通过,ID20261118006896,2026-10-01,1,20.00%,1
授信通过,ID20261118006426,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261117004199,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261117004349,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261118003004,2026-10-01,1,20.00%,1
授信通过,ID20261117008079,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115006709,2026-10-01,1,20.00%,1
授信通过,ID20261115005497,2026-10-01,1,20.00%,1
授信通过,ID20261117002541,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261117007739,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261115009728,2026-10-01,1,20.00%,1
授信通过,ID20261117004435,2026-10-01,1,20.00%,1
授信通过,ID20261115007924,2026-10-01,1,20.00%,1
授信通过,ID20261117004187,2026-10-01,1,20.00%,1
百度欺诈分>=90,ID20261117005691,2026-10-01,1,20.00%,1
授信通过,ID20261115004524,2026-10-01,1,20.00%,1
授信通过,ID20261117002278,2026-10-01,1,20.00%,1
授信通过,ID20261115003913,2026-10-01,1,20.00%,1
阿里欺诈分>=95,ID20261124000908,2026-12-01,1,20.00%,1
授信通过,ID20261123000135,2026-12-01,1,20.00%,1
授信通过,ID20261124000811,2026-12-01,1,20.00%,1
授信通过,ID20261124002337,2026-12-01,1,20.00%,1
授信通过,ID20261124002375,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261124002575,2026-12-01,1,20.00%,1
授信通过,ID20261123000466,2026-12-01,1,20.00%,1
授信通过,ID20261123000094,2026-12-01,1,20.00%,1
授信通过,ID20261122010308,2026-12-01,1,20.00%,1
授信通过,ID20261123010243,2026-12-01,1,20.00%,1
授信通过,ID20261123000168,2026-12-01,1,20.00%,1
授信通过,ID20261124003710,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261124000700,2026-12-01,1,20.00%,1
授信通过,ID20261123004155,2026-12-01,1,20.00%,1
百度欺诈分>=90,ID20261121011764,2026-10-01,1,20.00%,1
授信通过,ID20261122005593,2026-12-01,1,20.00%,1
授信通过,ID20261122005762,2026-12-01,1,20.00%,1
授信通过,ID20261123002200,2026-12-01,1,20.00%,1
授信通过,ID20261122002924,2026-12-01,1,20.00%,1
授信通过,ID20261123000188,2026-12-01,1,20.00%,1
授信通过,ID20261123000192,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261124009423,2026-12-01,1,20.00%,1
授信通过,ID20261123004439,2026-12-01,1,20.00%,1
授信通过,ID20261123002640,2026-12-01,1,20.00%,1
授信通过,ID20261124001616,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261123008901,2026-12-01,1,20.00%,1
授信通过,ID20261121010203,2026-10-01,1,20.00%,1
授信通过,ID20261121010213,2026-10-01,1,20.00%,1
授信通过,ID20261124001422,2026-12-01,1,20.00%,1
百度欺诈分>=90,ID20261121011712,2026-10-01,1,20.00%,1
授信通过,ID20261123000060,2026-12-01,1,20.00%,1
授信通过,ID20261124005811,2026-12-01,1,20.00%,1
授信通过,ID20261124008852,2026-12-01,1,20.00%,1
授信通过,ID20261123002722,2026-12-01,1,20.00%,1
授信通过,ID20261123003592,2026-12-01,1,20.00%,1
授信通过,ID20261124000567,2026-12-01,1,20.00%,1
阿里欺诈分>=95,ID20261121008428,2026-10-01,1,20.00%,0
授信通过,ID20261122010089,2026-12-01,1,20.00%,0
授信通过,ID20261123001250,2026-12-01,1,20.00%,0
授信通过,ID20261124003237,2026-12-01,1,20.00%,0
授信通过,ID20261124009938,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124005018,2026-12-01,1,20.00%,0
授信通过,ID20261125009381,2026-12-01,1,20.00%,0
授信通过,ID20261125003689,2026-12-01,1,20.00%,0
授信通过,ID20261125000511,2026-12-01,1,20.00%,0
授信通过,ID20261125000781,2026-12-01,1,20.00%,0
授信通过,ID20261125006941,2026-12-01,1,20.00%,0
授信通过,ID20261125002996,2026-12-01,1,20.00%,0
授信通过,ID20261125003444,2026-12-01,1,20.00%,0
授信通过,ID20261125000512,2026-12-01,1,20.00%,0
授信通过,ID20261125004817,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125003477,2026-12-01,1,20.00%,0
授信通过,ID20261125003339,2026-12-01,1,20.00%,0
授信通过,ID20261125000961,2026-12-01,1,20.00%,0
授信通过,ID20261125001923,2026-12-01,1,20.00%,0
授信通过,ID20261125007931,2026-12-01,1,20.00%,0
授信通过,ID20261125000409,2026-12-01,1,20.00%,0
授信通过,ID20261125003607,2026-12-01,1,20.00%,0
授信通过,ID20261128000775,2026-12-01,1,20.00%,0
授信通过,ID20261128005469,2026-12-01,1,20.00%,0
授信通过,ID20261128003956,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128001057,2026-12-01,1,20.00%,0
授信通过,ID20261128006039,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128001297,2026-12-01,1,20.00%,0
授信通过,ID20261128000121,2026-12-01,1,20.00%,0
授信通过,ID20261128003153,2026-12-01,1,20.00%,0
授信通过,ID20261128007163,2026-12-01,1,20.00%,0
授信通过,ID20261128004046,2026-12-01,1,20.00%,0
授信通过,ID20261128001724,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128000380,2026-12-01,1,20.00%,0
授信通过,ID20261128009369,2026-12-01,1,20.00%,0
授信通过,ID20261128009273,2026-12-01,1,20.00%,0
授信通过,ID20261128000685,2026-12-01,1,20.00%,0
授信通过,ID20261128007466,2026-12-01,1,20.00%,0
授信通过,ID20261128007479,2026-12-01,1,20.00%,0
授信通过,ID20261128000476,2026-12-01,1,20.00%,0
授信通过,ID20261128003682,2026-12-01,1,20.00%,0
授信通过,ID20261128001381,2026-12-01,1,20.00%,0
授信通过,ID20261128008852,2026-12-01,1,20.00%,0
授信通过,ID20261128002598,2026-12-01,1,20.00%,0
授信通过,ID20261128008864,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127005047,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126005990,2026-12-01,1,20.00%,0
授信通过,ID20261127006757,2026-12-01,1,20.00%,0
授信通过,ID20261128009114,2026-12-01,1,20.00%,0
授信通过,ID20261128007387,2026-12-01,1,20.00%,0
授信通过,ID20261128000016,2026-12-01,1,20.00%,0
授信通过,ID20261127000413,2026-12-01,1,20.00%,0
授信通过,ID20261127008323,2026-12-01,1,20.00%,0
授信通过,ID20261127008504,2026-12-01,1,20.00%,0
授信通过,ID20261126007891,2026-12-01,1,20.00%,0
授信通过,ID20261126011803,2026-12-01,1,20.00%,0
授信通过,ID20261127010892,2026-12-01,1,20.00%,0
授信通过,ID20261127007583,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126005629,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126005988,2026-12-01,1,20.00%,0
授信通过,ID20261127003103,2026-12-01,1,20.00%,0
授信通过,ID20261126000763,2026-12-01,1,20.00%,0
授信通过,ID20261126005198,2026-12-01,1,20.00%,0
授信通过,ID20261126005667,2026-12-01,1,20.00%,0
授信通过,ID20261126000849,2026-12-01,1,20.00%,0
授信通过,ID20261126000516,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127010421,2026-12-01,1,20.00%,0
授信通过,ID20261127011576,2026-12-01,1,20.00%,0
授信通过,ID20261127000801,2026-12-01,1,20.00%,0
授信通过,ID20261127000608,2026-12-01,1,20.00%,0
授信通过,ID20261126011929,2026-12-01,1,20.00%,0
授信通过,ID20261127002408,2026-12-01,1,20.00%,0
授信通过,ID20261127000339,2026-12-01,1,20.00%,0
授信通过,ID20261127007924,2026-12-01,1,20.00%,0
授信通过,ID20261126008073,2026-12-01,1,20.00%,0
授信通过,ID20261126005994,2026-12-01,1,20.00%,0
授信通过,ID20261126000999,2026-12-01,1,20.00%,0
授信通过,ID20261126010755,2026-12-01,1,20.00%,0
授信通过,ID20261126011922,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126003235,2026-12-01,1,20.00%,0
授信通过,ID20261126000671,2026-12-01,1,20.00%,0
授信通过,ID20261127007395,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126006498,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126003864,2026-12-01,1,20.00%,0
授信通过,ID20261127005471,2026-12-01,1,20.00%,0
授信通过,ID20261126011941,2026-12-01,1,20.00%,0
授信通过,ID20261126009881,2026-12-01,1,20.00%,0
授信通过,ID20261126004616,2026-12-01,1,20.00%,0
授信通过,ID20261126004907,2026-12-01,1,20.00%,0
授信通过,ID20261126003323,2026-12-01,1,20.00%,0
授信通过,ID20261126006436,2026-12-01,1,20.00%,0
授信通过,ID20261127008922,2026-12-01,1,20.00%,0
授信通过,ID20261126006150,2026-12-01,1,20.00%,0
授信通过,ID20261127000838,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127004323,2026-12-01,1,20.00%,0
授信通过,ID20261126003913,2026-12-01,1,20.00%,0
授信通过,ID20261126004367,2026-12-01,1,20.00%,0
授信通过,ID20261126011615,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126006228,2026-12-01,1,20.00%,0
授信通过,ID20261127005541,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126003076,2026-12-01,1,20.00%,0
授信通过,ID20261116006315,2026-10-01,1,20.00%,0
授信通过,ID20261121010281,2026-10-01,1,20.00%,0
授信通过,ID20261119007012,2026-10-01,1,20.00%,0
授信通过,ID20261116005391,2026-10-01,1,20.00%,0
授信通过,ID20261120001772,2026-10-01,1,20.00%,0
授信通过,ID20261116002556,2026-10-01,1,20.00%,0
授信通过,ID20261119004796,2026-10-01,1,20.00%,0
授信通过,ID20261119005795,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261119003918,2026-10-01,1,20.00%,0
授信通过,ID20261120006880,2026-10-01,1,20.00%,0
授信通过,ID20261120004715,2026-10-01,1,20.00%,0
授信通过,ID20261116005323,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261116007527,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261119002129,2026-10-01,1,20.00%,0
授信通过,ID20261119007792,2026-10-01,1,20.00%,0
授信通过,ID20261120004794,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261119002167,2026-10-01,1,20.00%,0
授信通过,ID20261119005038,2026-10-01,1,20.00%,0
授信通过,ID20261120002748,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261121001651,2026-10-01,1,20.00%,0
授信通过,ID20261119002721,2026-10-01,1,20.00%,0
授信通过,ID20261121002505,2026-10-01,1,20.00%,0
授信通过,ID20261119002529,2026-10-01,1,20.00%,0
授信通过,ID20261119002379,2026-10-01,1,20.00%,0
授信通过,ID20261121002947,2026-10-01,1,20.00%,0
授信通过,ID20261120005093,2026-10-01,1,20.00%,0
授信通过,ID20261116007476,2026-10-01,1,20.00%,0
授信通过,ID20261119005387,2026-10-01,1,20.00%,0
授信通过,ID20261115004980,2026-10-01,1,20.00%,0
授信通过,ID20261115005916,2026-10-01,1,20.00%,0
授信通过,ID20261115009438,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261115004018,2026-10-01,1,20.00%,0
授信通过,ID20261117003411,2026-10-01,1,20.00%,0
授信通过,ID20261117002570,2026-10-01,1,20.00%,0
授信通过,ID20261117003610,2026-10-01,1,20.00%,0
授信通过,ID20261117004761,2026-10-01,1,20.00%,0
百度欺诈分>=90,ID20261118003499,2026-10-01,1,20.00%,0
授信通过,ID20261115007674,2026-10-01,1,20.00%,0
授信通过,ID20261118005486,2026-10-01,1,20.00%,0
授信通过,ID20261117007707,2026-10-01,1,20.00%,0
授信通过,ID20261118005345,2026-10-01,1,20.00%,0
百度欺诈分>=90,ID20261118006608,2026-10-01,1,20.00%,0
阿里欺诈分>=95,ID20261118008338,2026-10-01,1,20.00%,0
授信通过,ID20261115007391,2026-10-01,1,20.00%,0
授信通过,ID20261117004413,2026-10-01,1,20.00%,0
百度欺诈分>=90,ID20261115005538,2026-10-01,1,20.00%,0
授信通过,ID20261115005832,2026-10-01,1,20.00%,0
授信通过,ID20261115007403,2026-10-01,1,20.00%,0
授信通过,ID20261117003149,2026-10-01,1,20.00%,0
授信通过,ID20261115003920,2026-10-01,1,20.00%,0
授信通过,ID20261124000358,2026-12-01,1,20.00%,0
授信通过,ID20261124001565,2026-12-01,1,20.00%,0
授信通过,ID20261124011548,2026-12-01,1,20.00%,0
授信通过,ID20261121008290,2026-10-01,1,20.00%,0
授信通过,ID20261123001468,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261123010170,2026-12-01,1,20.00%,0
授信通过,ID20261123000174,2026-12-01,1,20.00%,0
授信通过,ID20261124008899,2026-12-01,1,20.00%,0
授信通过,ID20261124007746,2026-12-01,1,20.00%,0
授信通过,ID20261124005763,2026-12-01,1,20.00%,0
授信通过,ID20261124001974,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261123004004,2026-12-01,1,20.00%,0
授信通过,ID20261121010575,2026-10-01,1,20.00%,0
百度欺诈分>=90,ID20261124006104,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124004014,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124000510,2026-12-01,1,20.00%,0
授信通过,ID20261124000455,2026-12-01,1,20.00%,0
授信通过,ID20261124010372,2026-12-01,1,20.00%,0
授信通过,ID20261124002120,2026-12-01,1,20.00%,0
授信通过,ID20261123000098,2026-12-01,1,20.00%,0
授信通过,ID20261123002771,2026-12-01,1,20.00%,0
授信通过,ID20261123002772,2026-12-01,1,20.00%,0
授信通过,ID20261123002808,2026-12-01,1,20.00%,0
授信通过,ID20261123003214,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124010557,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261121001670,2026-10-01,1,20.00%,0
授信通过,ID20261121012003,2026-10-01,1,20.00%,0
百度欺诈分>=90,ID20261122003971,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122004139,2026-12-01,1,20.00%,0
授信通过,ID20261122010462,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122003110,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123004438,2026-12-01,1,20.00%,0
授信通过,ID20261123000075,2026-12-01,1,20.00%,0
授信通过,ID20261124010597,2026-12-01,1,20.00%,0
授信通过,ID20261123002833,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124001086,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123008418,2026-12-01,1,20.00%,0
授信通过,ID20261124010147,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123008512,2026-12-01,1,20.00%,0
授信通过,ID20261124000612,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123009777,2026-12-01,1,20.00%,0
授信通过,ID20261122004309,2026-12-01,1,20.00%,0
授信通过,ID20261122004773,2026-12-01,1,20.00%,0
授信通过,ID20261124000816,2026-12-01,1,20.00%,0
授信通过,ID20261122003302,2026-12-01,1,20.00%,0
